tmdbId,title,genres,roi,popularity,norm_popularity
9471,Charlie's Angels: Full Throttle,Action|Adventure|Comedy,1.16,3.6777,0.051025023447341986
12800,Gasoline,Crime|Romance,0.0,0.365,0.005064070902542302
9581,Fulltime Killer,Action|Crime|Drama|Thriller,0.0,0.936,0.012986220177478342
15486,The Bank,Drama|Thriller,0.0,0.296,0.004106753389458963
216,Ali: Fear Eats the Soul,Romance|Drama,0.44,1.2379,0.017174831151389357
47676,"Bodies, Rest & Motion",Drama|Romance,-0.69,0.3258,0.004520203561776115
45139,Jesus,Drama,0.0,2.8051,0.03891842544855181
44736,The Long Ships,Adventure|Drama,-1.0,0.8097,0.011233912903530142
18569,Made for Each Other,Comedy|Drama|Romance,0.0,0.3804,0.005277733072129019
113739,Ring of Terror,Horror|Thriller,0.0,0.0853,0.001183466432840708
52758,You Only Live Once,Crime|Drama|Romance,-1.0,0.438,0.006076885083050762
38171,Anastasia,Drama|Romance,0.22,0.7306,0.010136466305198372
61225,The Babe,Drama,0.0,3.196,0.044341837272671776
18886,Flight of the Intruder,Action|War,-0.58,0.908,0.012597743505502494
24109,Fun with Dick and Jane,Comedy|Crime,2.02,0.5493,0.0076210798541547576
19957,Knights of the Round Table,Romance|Action|Adventure|Fantasy|Drama,0.0,0.5665,0.007859715524082779
42176,The Main Event,Comedy|Romance,0.0,0.4443,0.006164292334245328
39231,Man's Favorite Sport?,Comedy|Romance,0.0,0.5975,0.008289814696627467
18722,Mr. Baseball,Comedy,0.0,0.718,0.009961651802809241
43039,Never on Sunday,Comedy|Romance,51.98,0.5797,0.008042854526585678
40634,Nuts,Drama,-1.0,0.8344,0.011576604824880266
20645,Rhapsody in August,Drama,0.0,1.0557,0.014646957950175092
33454,Scaramouche,Adventure|Romance,1.24,5.3524,0.07426009068155458
19753,Start the Revolution Without Me,Comedy|History,0.0,0.3875,0.005376239656808609
48451,Strange Bedfellows,Comedy|Romance,0.0,0.4342,0.006024163248996897
11482,The Tenant,Thriller|Mystery|Drama,0.0,1.3664,0.018957661592421376
70912,The Hour of the Pig,Drama|History|Thriller|Crime|Romance|Mystery,0.0,0.8024,0.011132631485479296
6949,"What's Up, Doc?",Comedy|Crime|Romance,15.5,1.4651,0.02032704186113624
1927,Hulk,Science Fiction|Adventure|Action,0.79,8.0332,0.11145395718987075
10327,"Legally Blonde 2: Red, White & Blonde",Comedy|Romance,1.78,3.5455,0.04919085858894173
14411,Sinbad: Legend of the Seven Seas,Family|Animation|Adventure|Fantasy,0.35,3.3236,0.04611218096353314
296,Terminator 3: Rise of the Machines,Action|Thriller|Science Fiction,1.18,7.0417,0.09769772075186883
302,Swimming Pool,Crime|Thriller,1.88,2.7437,0.03806655160357621
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure|Fantasy|Action,3.68,18.3745,0.254930878900722
46993,Madame Satã,Crime|Drama|Romance|History,0.0,0.6121,0.008492377532729158
8698,The League of Extraordinary Gentlemen,Fantasy|Action|Thriller|Science Fiction,1.3,3.7344,0.05181168870809307
554,The Cuckoo,Drama|Romance|Comedy,0.0,0.8749,0.012138508582559616
34840,The Housekeeper,Comedy|Drama|Romance,0.0,0.4324,0.005999189748655593
17920,I Capture the Castle,Drama|Romance,-0.18,0.7149,0.00991864188555477
32235,Northfork,Fantasy|Drama,-0.16,2.4796,0.03440238413683258
8961,Bad Boys II,Action|Crime|Comedy,1.1,5.316,0.07375507100798596
17403,How to Deal,Drama|Comedy|Romance,0.0,0.6327,0.008778185369968534
9486,Johnny English,Adventure|Action|Comedy,3.01,2.9437,0.040841384974832265
3472,Dirty Pretty Things,Crime|Drama|Thriller,0.0,1.087,0.015081219372776664
35265,The Embalmer,Drama|Romance,0.0,4.4035,0.061094893751630214
25921,Garage Days,Comedy|Drama|Music,0.0,0.5008,0.006948182761625165
24259,On the Run,Thriller,0.0,0.425,0.005896520913919119
41453,The Sea Is Watching,Drama|Romance,0.0,0.8367,0.01160851540864971
68927,Born to Be Wild,Drama|Family,0.0,0.5769,0.008004006859388093
11894,Curly Sue,Comedy|Drama|Family|Romance,0.0,1.1753,0.016306308306186214
20726,Little Giants,Comedy|Family,-0.04,1.8913,0.026240211775282893
24558,Loose Cannons,Comedy|Crime|Action|Thriller,-0.63,0.6754,0.009370612294731701
12649,The Mouse That Roared,Comedy,0.0,0.746,0.010350128474785088
44916,Spencer's Mountain,Drama|Family,0.0,0.5293,0.007343596517029152
24356,Masked and Anonymous,Drama|Music,0.0,0.8852,0.012281412501179303
1996,Lara Croft: Tomb Raider - The Cradle of Life,Adventure|Action|Fantasy,0.69,3.0858,0.04281290408510968
4464,Seabiscuit,Drama|History,0.7,2.4345,0.03377665921161434
12279,Spy Kids 3-D: Game Over,Family|Action|Comedy|Adventure|Science Fiction,4.19,2.921,0.040526441387194696
9104,Buffalo Soldiers,Drama|Comedy|War|Crime|Thriller,-0.85,4.9406,0.06854670877013835
33339,Camp,Comedy|Music|Drama,0.0,3.526,0.04892031233524426
54580,Mondays in the Sun,Drama|Comedy,-0.96,0.65,0.009018208456582182
4613,Scorched,Comedy|Crime,-1.0,2.853,0.03958299804096764
12530,Avanti!,Comedy|Romance,0.09,2.1569,0.029925190492310932
45096,Eve of Destruction,Science Fiction|Action|Thriller,-0.58,1.0031,0.01391717677353475
21882,Gator,Drama|Crime|Action,0.0,3.7307,0.05176035429072484
29805,Juggernaut,Thriller|Action,0.0,4.2799,0.05938004672819396
24993,Kickboxer 2: The Road Back,Action|Adventure,0.0,1.0392,0.014418034197046466
53021,"Kiss Me, Stupid",Comedy|Romance,1.86,0.8152,0.011310220821239685
430,"One, Two, Three",Comedy,0.33,1.2134,0.01683491406341049
5185,The Private Life of Sherlock Holmes,Adventure|Mystery|Crime|Comedy,-0.85,0.6984,0.009689718132426148
10553,Remo Williams: The Adventure Begins,Action|Adventure|Comedy,-0.64,1.0306,0.014298716362082456
21512,The Blood of Heroes,Action|Adventure|Science Fiction,0.0,1.0064,0.013962961524160473
21449,"What's Up, Tiger Lily?",Action|Comedy,-1.0,0.4611,0.006397378337430837
4984,White Lightning,Drama|Action|Crime,0.0,0.9394,0.013033392344789695
8273,American Wedding,Comedy|Romance,3.21,4.7047,0.06527379280874183
8046,Gigli,Comedy|Crime|Drama|Romance,-0.9,1.8437,0.02557980143292395
50350,And Now... Ladies and Gentlemen...,Drama|Romance|Thriller,0.0,0.4256,0.005904845414032887
48967,I'll Be There,Comedy|Drama|Family,0.0,0.339,0.004703342564279015
8094,The Magdalene Sisters,Drama|History,3.22,0.864,0.011987280163826162
10330,Freaky Friday,Family|Fantasy|Comedy|Romance,5.19,4.2271,0.05864749071818237
125952,Seaside,Drama,0.0,0.1381,0.0019160224428523066
9257,S.W.A.T.,Action|Thriller|Crime,1.6,3.5713,0.049548812093833765
9499,Le Divorce,Drama|Romance|Comedy,0.0,0.8585,0.01191097224611662
17180,The Princess Blade,Action|Science Fiction,0.0,0.6018,0.008349473614109473
12491,Accattone,Drama,0.0,0.8502,0.011795816661209492
78041,Big Trouble,Comedy|Crime,0.0,0.4719,0.006547219339478664
27814,Brain Damage,Horror|Comedy,0.0,0.5644,0.00783057977368459
41206,A Double Life,Drama|Thriller,0.0,0.6387,0.008861430371106215
33954,The Hawks and the Sparrows,Comedy|Fantasy,0.0,0.5922,0.00821628161228918
48364,The Man in the Glass Booth,Drama|Thriller,0.0,0.4856,0.006737295425409703
23395,The Red Pony,Action|Drama|Western,0.0,0.5521,0.007659927521352343
24192,The Gospel According to St. Matthew,Drama,0.0,0.7758,0.010763578647102241
10237,The Honeymoon Killers,Crime|Drama|Romance|Thriller,0.0,0.509,0.007061950929846662
833,Umberto D.,Drama,0.0,0.5597,0.007765371189460072
26755,Brother's Keeper,Documentary,0.0,0.1859,0.0025792076185825043
42470,The Day of the Dolphin,Drama|Science Fiction|Thriller|Adventure,-1.0,0.6513,0.009036244873495346
3101,I Love You to Death,Comedy|Crime|Romance,0.0,0.7384,0.010244684806677357
6466,Freddy vs. Jason,Horror,2.89,4.5261,0.06279586660821017
20210,Grind,Action|Comedy|Adventure,-0.14,4.3828,0.060807698497705204
2055,Open Range,Western|Drama|Action,2.1,4.5082,0.06254751902148276
11770,Shaolin Soccer,Action|Comedy,3.28,6.9287,0.09612993989710918
14926,Uptown Girls,Comedy|Drama,1.23,3.2495,0.04508410519948276
2771,American Splendor,Comedy|Drama,2.0,1.3188,0.018297251250062433
44408,Carnage,Drama,0.0,0.2891,0.00401102163815063
54390,Passionada,Comedy|Romance,0.0,2.6309,0.03650154558218779
10923,Agent Cody Banks,Action|Adventure|Comedy|Family,1.1,1.8827,0.026120893940318884
17745,Camp Nowhere,Comedy|Family,0.0,0.7685,0.010662297229051394
79888,The Cemetery Club,Comedy,0.0,0.4442,0.0061629049175597
21989,Hot Dog... The Movie,Comedy|Romance,3.51,0.8467,0.011747257077212513
18573,House of Wax,Horror|Crime,22.75,1.1488,0.015938642884494786
37451,The Inn of the Sixth Happiness,War|Drama,0.0,0.6422,0.008909989955103196
41759,Man's Best Friend,Horror|Science Fiction|Thriller|Comedy,1.16,0.6167,0.00855619870026805
37227,Of Unknown Origin,Horror,-1.0,0.5798,0.008044241943271305
48791,Prince of Jutland,Drama|Adventure,0.0,0.9042,0.01254502167144863
41944,The Rachel Papers,Comedy|Romance,0.0,0.5778,0.008016493609558745
8992,The Sure Thing,Comedy|Drama|Romance,3.03,1.3228,0.018352747917487554
35371,Thrashin',Action|Drama,0.0,4.0152,0.05570755476133658
19053,Valley Girl,Comedy|Romance,48.55,1.3269,0.018409632001598304
11206,Wait Until Dark,Thriller|Horror,1.75,1.6309,0.022627378725907508
49762,Where the Rivers Flow North,Drama,0.0,0.354,0.004911455067123219
30970,Code Unknown,Drama,0.0,0.6429,0.008919701871902592
13154,Showdown in Little Tokyo,Action|Comedy|Crime,-0.72,1.1286,0.015658384713997924
18148,Tokyo Story,Drama,0.0,2.8559,0.03962323312485085
54898,The Green Ray,Drama|Romance,0.0,0.9777,0.01356477293538523
636,THX 1138,Science Fiction|Drama,2.14,1.8838,0.02613615552386079
3055,Valley of the Dolls,Drama|Romance,9.0,1.4805,0.020540704030722952
54986,Chunhyang,Drama|Romance,0.0,0.6134,0.008510413949642323
11898,Kind Hearts and Coronets,Comedy|Crime,0.0,1.2866,0.017850503077290206
26225,Ash Wednesday,Drama|Action|Crime,0.0,0.5411,0.00750731168593326
14881,Joe Kidd,Western|Drama,0.0,1.441,0.019992674439899882
26198,The Keep,Horror|Fantasy,-0.39,1.5439,0.021420326209411124
35072,Atragon,Science Fiction|Action|Adventure|Fantasy,0.0,0.869,0.012056650998107562
43226,The Mysterians,Science Fiction|Action|Drama|Thriller|War,0.0,0.6965,0.009663357215399215
44585,Attack of the Puppet People,Horror|Science Fiction,0.0,1.9211,0.026653661947600046
35073,"The Beast from 20,000 Fathoms",Drama|Horror|Science Fiction,22.81,0.7945,0.011023025567314682
9051,10,Comedy|Romance,14.29,2.0993,0.02912603848138919
9362,Tremors,Horror|Action|Science Fiction|Comedy,3.42,4.7886,0.06643783540798374
19542,The Red Shoes,Drama|Romance,19.0,1.5661,0.021728332713620548
936,The Pink Panther,Comedy|Crime,0.0,3.1903,0.04426275452159098
12268,The Pink Panther Strikes Again,Comedy|Crime,4.64,1.5019,0.02083761120144735
10999,Commando,Action|Adventure|Thriller,4.75,6.3778,0.08848666137598436
33521,Dracula,Horror|Romance|Fantasy,0.0,1.1601,0.016095420969970752
4593,The Discreet Charm of the Bourgeoisie,Comedy,-0.87,1.7482,0.024254818498149186
12276,The Road Home,Drama|Romance,0.0,1.2192,0.016915384231176916
3782,Ikiru,Drama,0.0,3.5935,0.04985681859804319
2891,An Angel at My Table,Drama,0.0,0.5202,0.0072173415986370015
12722,War Photographer,Documentary,0.0,0.5049,0.0070050668457359135
41806,"Ay, Carmela!",Comedy|Drama|War,0.0,2.1346,0.029615796571415883
38304,Far Away,Drama,0.0,1.0749,0.014913341953815672
20815,The Handmaid's Tale,Drama|Science Fiction,-0.62,1.4532,0.020161939275546503
48464,All the Little Animals,Drama|Adventure|Thriller,0.0,0.4774,0.006623527257188205
7504,Earth,Drama|Romance|History,0.0,0.3953,0.005484458158287594
513,Fire,Drama|Romance,0.0,0.3539,0.004910067650437591
6619,Death in Venice,Drama,0.0,1.0219,0.014178011110432818
32316,Marci X,Comedy,-0.92,0.8363,0.011602965741907199
10610,The Medallion,Thriller|Fantasy|Action|Comedy,-0.1,2.1626,0.030004273243391732
2830,My Boss's Daughter,Comedy|Romance,-1.0,1.1164,0.015489119878351306
38874,Don't Tempt Me,Comedy,-1.0,0.64,0.00887946678801938
99648,Suddenly,Drama|Comedy,0.0,0.1231,0.0017079099400081025
11351,Jeepers Creepers 2,Horror,2.71,3.3442,0.04639798880077251
30246,Civil Brand,Crime|Drama|Thriller,-0.51,1.7284,0.023980109994394833
2722,The Other Side of the Bed,Drama|Romance,0.0,0.4087,0.005670371994161751
27090,Zero Day,Crime|Drama,-0.58,4.7237,0.06553740197901116
13778,Dickie Roberts: Former Child Star,Comedy,0.4,1.1563,0.01604269913591689
9616,The Order,Fantasy|Mystery|Thriller|Romance|Drama,-0.67,3.9056,0.05418694607388826
1415,Party Monster,Comedy|Drama|Crime|Thriller,-0.85,3.1863,0.044207257854165856
31094,Taking Sides,Drama|War|Music,-1.0,0.5699,0.00790688769139413
11547,Cabin Fever,Horror,19.4,1.7533,0.024325576749116215
7270,Matchstick Men,Comedy|Drama|Crime|Thriller,0.06,4.6438,0.06442885604719435
1428,Once Upon a Time in Mexico,Action|Crime|Thriller,2.41,2.8659,0.03976197479341365
153,Lost in Translation,Drama|Comedy|Romance,28.93,6.9173,0.09597177439494758
33320,Millennium Actress,Drama|Animation|Romance|Fantasy,0.0,1.9317,0.026800728116276616
15136,So Close,Action|Thriller,0.0,2.4137,0.03348807654100371
61054,Children of the Night,Horror,0.0,0.5012,0.006953732428367676
4703,Daisy Miller,Comedy|Drama|Romance,-1.0,0.8362,0.01160157832522157
27590,Gotcha!,Action|Comedy|Thriller,0.0,0.8626,0.01196785633022737
14603,Kuffs,Action|Comedy|Crime,1.11,0.9586,0.013299776348430277
10617,Once Upon a Time in China,Action|Drama,0.0,2.0674,0.028683452558673852
10618,Once Upon a Time in China II,Action|Comedy,0.0,2.0071,0.027846840297240147
10619,Once Upon a Time in China III,Action,0.0,1.4333,0.019885843355106524
11293,Paper Moon,Comedy|Crime|Drama,11.36,1.8136,0.025162189010549917
36759,Sgt. Pepper's Lonely Hearts Club Band,Adventure|Music|Comedy|Science Fiction,0.13,0.8367,0.01160851540864971
19383,Targets,Crime|Drama|Thriller,-1.0,0.9383,0.013018130761247786
53650,The Ugly American,Thriller|Drama,0.0,0.629,0.008726850952600295
40775,The Bostonians,Drama|Romance,0.0,0.7776,0.010788552147443545
9584,Convoy,Action|Comedy|Drama,2.75,3.3322,0.046231498798497146
8408,Day of the Dead,Horror|Drama|Mystery,8.07,2.0266,0.028117386550937616
14030,"Hello, Dolly!",Comedy|Romance,0.38,2.6124,0.0362448734953466
49685,I’m Going Home,Drama,0.0,0.4116,0.005710607078044963
2687,Memoirs of an Invisible Man,Science Fiction|Comedy|Romance|Thriller,-0.64,1.03,0.014290391861968689
16323,The Rose,Drama|Music|Romance,2.15,0.9456,0.013119412179298632
39859,See No Evil,Thriller|Horror,0.0,0.5718,0.007933248608421064
74585,Indiscretion of an American Wife,Drama|Romance,0.0,0.4303,0.005970053998257404
23325,At War with the Army,Comedy,0.0,0.3661,0.00507933248608421
16790,Bingo,Action|Adventure|Comedy|Family,-0.13,1.0639,0.014760726118396591
31579,God Told Me To,Crime|Horror|Science Fiction,0.0,0.5381,0.0074656891853644184
40353,"I, Madman",Horror|Thriller,0.0,0.4561,0.006328007503149435
23033,Jungle Book,Adventure|Fantasy|Family,0.0,0.6529,0.009058443540465396
19064,Once Bitten,Comedy|Horror|Romance,2.12,1.2172,0.016887635897464358
25241,Squirm,Horror,0.0,3.0365,0.04212890765909507
43041,The Adventures of Huckleberry Finn,Adventure|Comedy|Drama|Family,1.03,0.3744,0.005194488070991337
28942,The Brood,Horror|Science Fiction,2.69,1.2335,0.017113784817221724
37025,The Prince and the Pauper,Adventure|Drama|Family|Fantasy,0.0,0.5331,0.0073963183510830175
10739,Anything Else,Drama|Comedy|Romance,-0.25,0.8738,0.012123246999017708
12767,Cold Creek Manor,Mystery|Thriller,-0.35,1.1241,0.015595950963144664
22309,The Fighting Temptations,Comedy|Music|Romance,1.02,1.1106,0.015408649710584879
13156,Secondhand Lions,Family|Comedy,0.0,4.9652,0.06888801327480285
277,Underworld,Fantasy|Action|Thriller,3.35,5.3263,0.07389797492660564
9707,Bubba Ho-tep,Comedy|Horror|Thriller|Mystery|Fantasy,0.24,1.9016,0.02638311569390258
24488,Demonlover,Drama|Mystery|Thriller,-0.97,1.0309,0.014302878612139339
20321,Doctor Sleep,Crime|Horror|Thriller|Mystery,0.0,0.543,0.007533672602960192
36791,In This World,Drama,0.0,0.4179,0.005798014329239529
7288,Duplex,Comedy,-0.52,4.4497,0.06173588026039036
10159,The Rundown,Adventure|Action|Comedy|Thriller,-0.05,3.8945,0.054032942821783544
10934,Under the Tuscan Sun,Romance|Comedy,2.27,2.4982,0.0346604436403594
54243,Kart Racer,Action|Drama|Family,0.0,0.4901,0.006799729176262965
5653,Luther,Drama|History,-0.02,5.3824,0.07467631568724298
321,Mambo Italiano,Comedy|Romance,-0.3,2.18,0.03024568374669101
20,My Life Without Me,Drama|Romance,3.92,1.0925,0.015157527290486205
18113,National Lampoon Presents Dorm Daze,Comedy,0.0,0.7854,0.010896770648922532
5168,To Be and to Have,Documentary,-1.0,0.506,0.007020328429277822
9662,The Triplets of Belleville,Animation|Comedy|Drama|Family,0.56,1.9118,0.026524632195836638
837,Videodrome,Horror|Science Fiction|Mystery,-0.64,2.4306,0.03372254996087485
19666,Lagaan: Once Upon a Time in India,Adventure|Drama|History,0.56,1.7437,0.024192384747295924
821,Judgment at Nuremberg,Drama|History,2.33,2.3839,0.03307462636868656
41834,Journey of Hope,Drama,0.0,0.2213,0.003070353125294826
37672,"Same Time, Next Year",Comedy|Drama|Romance,15.7,1.0872,0.01508399420614792
1358,A Brief History of Time,Documentary,0.0,0.444,0.006160130084188444
2200,Jacob the Liar,History|Drama|Comedy,0.0,0.4785,0.006638788840730114
11475,Leningrad Cowboys Go America,Comedy|Music,0.0,0.7329,0.010168376888967818
776,The Rules of the Game,Drama|Comedy|Romance,-0.97,0.978,0.013568935185442114
40440,Led Zeppelin - The Song Remains the Same,Music|Documentary,0.0,0.6511,0.00903347004012409
16563,Seven Brides for Seven Brothers,Comedy|Drama|Western,0.0,1.358,0.018841118590828623
11703,Kiss of the Spider Woman,Drama,12.6,1.314,0.018230655249152287
891,All the President's Men,Drama|Mystery|Thriller,7.31,3.3549,0.046546442386134715
83714,Angie,Comedy|Drama|Romance,0.0,0.5965,0.008275940529771188
12531,The Apartment,Mystery|Drama|Romance,0.0,2.718,0.0377099855153698
10881,Avalon,Action|Science Fiction,0.1,1.0625,0.014741302284797798
11832,Babette's Feast,Drama|History|Comedy,0.0,1.7068,0.023680427990299183
51300,The Barber of Siberia,Comedy|Drama|Romance|History,-1.0,1.564,0.021699196963222356
11806,Beethoven,Family|Comedy,0.0,2.5211,0.034978162061368216
10438,Beethoven's 2nd,Family|Comedy,6.88,1.4153,0.01963610835169348
36349,Black Moon Rising,Action|Science Fiction|Thriller,0.0,0.6754,0.009370612294731701
650,Boyz n the Hood,Crime|Drama,7.85,3.6898,0.05119290086630297
10337,Bugsy,Crime|Drama|Mystery,0.64,1.2479,0.01731357281995216
8446,Bugsy Malone,Drama|Action|Comedy|Music|Family,0.0,0.8583,0.011908197412745363
42570,By the Sword,Drama,0.0,0.5796,0.008041467109900051
9874,Cobra,Action|Crime|Thriller,0.96,4.0633,0.05637490218712366
11477,Common Wealth,Comedy|Thriller|Crime,0.0,0.5902,0.00818853327857662
37753,Consenting Adults,Thriller|Drama,0.2,0.9422,0.01307224001198728
29161,Phenomena,Horror|Thriller,-1.0,2.0571,0.028540548640054165
21627,Crimewave,Comedy|Crime|Horror,-1.0,1.5682,0.021757468464018735
9501,Crying Freeman,Action|Crime,-1.0,2.6545,0.036828975919996
49291,Time and Tide,Action|Thriller|Crime,0.0,0.8242,0.011435088322946207
4543,Monty Python's The Meaning of Life,Comedy,3.75,1.5266,0.021180303122797475
11046,Where Eagles Dare,Action|Adventure|War,1.73,3.8665,0.053644466149807696
11707,Tightrope,Mystery|Thriller|Crime,0.0,0.7433,0.010312668224273132
7442,Sleeping with the Enemy,Drama|Thriller,8.21,1.8747,0.02600990060546864
6723,The Rookie,Action|Crime|Drama|Thriller,1.16,1.8264,0.025339778346310304
13343,The Ghost and Mr. Chicken,Comedy|Family|Mystery|Romance,-1.0,0.6429,0.008919701871902592
16969,City Heat,Action|Crime|Comedy,0.53,0.8371,0.011614065075392222
11338,Into the Night,Thriller|Comedy|Action|Crime|Drama|Romance,-0.41,1.665,0.023100487815706665
13339,Three O'Clock High,Comedy,-0.39,1.073,0.01488698103678874
28761,"White Hunter, Black Heart",Adventure|Drama,-0.9,1.0027,0.013911627106792236
25237,Come and See,Drama|War,3.19,4.6596,0.06464806788352359
41780,A Rage in Harlem,Crime|Comedy,0.3,0.4805,0.006666537174442674
9871,Ginger Snaps,Fantasy|Horror|Drama|Thriller,-1.0,1.7818,0.0247209905045202
33258,More American Graffiti,Comedy|Drama|War,5.0,0.8495,0.011786104744410098
71940,The Ballad of Little Jo,Romance|Drama|Western,0.0,0.5821,0.00807615252704075
26850,Under Suspicion,Crime|Thriller,-0.96,0.8144,0.01129912148775466
70709,Ruby,Drama|Action|Thriller|Crime,-0.9,0.6752,0.009367837461360445
36855,The Reluctant Astronaut,Comedy|Family|Science Fiction,0.0,0.456,0.006326620086463808
20238,The Shakiest Gun in the West,Comedy|Family|Western,0.0,0.4852,0.006731745758667192
163549,Sunday in the Country,Drama|Crime|Thriller,0.0,0.2223,0.003084227292151106
47898,The Gun in Betty Lou's Handbag,Comedy|Thriller|Mystery,-0.71,0.6642,0.009215221625941362
19171,Sudden Fear,Thriller|Crime,0.0,0.603,0.008366122614337008
11364,Regarding Henry,Romance|Drama,0.72,1.0834,0.015031272372094054
55950,Wilder Napalm,Fantasy|Comedy|Science Fiction|Romance,0.0,0.516,0.0071590700978406245
39916,Contamination,Science Fiction|Horror,0.0,0.516,0.0071590700978406245
31634,The Amazing Transparent Man,Science Fiction|Crime|Thriller,0.0,0.2821,0.003913902470156667
43739,Love Affair,Drama|Romance,0.0,0.6811,0.009449695045812499
14874,Try Seventeen,Comedy|Romance|Drama,0.0,27.1376,0.3765115904789917
32082,The Hospital,Comedy|Drama|Mystery,0.0,0.5942,0.008244029946001742
25269,Article 99,Drama,-0.64,0.6891,0.009560688380662742
29449,Images,Thriller|Mystery|Horror,0.0,0.6639,0.009211059375884479
37943,Eureka,Drama|Thriller,0.0,3.4988,0.048542934996753447
33633,Oleanna,Drama,0.0,0.3517,0.004879544483353774
86763,Chattahoochee,Drama,0.0,0.587,0.008144135944636524
78146,Tough Guys Don't Dance,Comedy|Crime|Thriller,-0.83,0.4555,0.006319683003035668
88641,There Goes My Baby,Drama|Comedy,-0.99,0.3917,0.005434511157604985
30315,Kingdom of the Spiders,Horror|Science Fiction,33.0,0.4192,0.005816050746152693
13765,Scrooge,Fantasy|Drama|Family,0.2,1.0084,0.013990709857873034
12772,Leap of Faith,Comedy|Drama|Romance,0.17,0.957,0.013277577681460227
47866,Gas Food Lodging,Drama|Romance,0.0,0.5699,0.00790688769139413
18900,In Cold Blood,Crime|Drama|Thriller|History,2.72,1.4633,0.020302068360794935
17744,The Bedford Incident,Action|Drama|Thriller|War,0.0,0.6948,0.009639771131743538
62124,Murderous Maids,Drama,0.0,0.4863,0.0067470073422091
3087,Yankee Doodle Dandy,Drama|Music,0.0,0.9382,0.013016743344562159
14282,Ninja Scroll,Fantasy|Animation|Action,0.0,3.7549,0.052096109128646824
11502,Knife in the Water,Drama|Thriller,0.0,0.9084,0.012603293172245006
29451,All That Money Can Buy,Drama|Fantasy,0.0,0.5387,0.007474013685478186
21219,Mobsters,Action|Crime|Drama|Thriller,-0.12,1.073,0.01488698103678874
2116,Out of Time,Thriller|Crime|Drama,0.11,1.6478,0.022861852145778645
1584,School of Rock,Comedy|Music|Family,2.75,4.7497,0.06589813031727444
28236,Concert for George,Music|Documentary,0.0,0.4365,0.006056073832766342
19555,9 Dead Gay Guys,Comedy|Crime,0.0,0.2911,0.00403876997186319
2056,The Station Agent,Drama|Comedy,16.4,2.9217,0.04053615330399409
4997,Wonderland,Crime|Mystery|Drama,-0.51,1.4242,0.019759588436714375
8439,Bus 174,Documentary|Crime,0.0,1.6133,0.022383193389236975
322,Mystic River,Thriller|Crime|Drama|Mystery,5.27,6.3706,0.08838676737461915
21765,Good Boy!,Comedy|Family|Science Fiction,-1.0,2.6967,0.03741446576133103
11059,House of the Dead,Horror|Action|Thriller,0.15,1.0272,0.014251544194771102
11775,Intolerable Cruelty,Comedy|Romance|Crime,1.0,2.3077,0.032017414854238
24,Kill Bill: Vol. 1,Action|Crime,5.03,16.6569,0.231100609908375
10930,The Flower of Evil,Drama|Thriller,0.0,0.4077,0.00565649782730547
49475,Porn Theatre,Drama,0.0,0.379,0.005258309238530226
11329,Runaway Jury,Drama|Thriller,0.34,2.6549,0.03683452558673851
9373,The Texas Chainsaw Massacre,Horror,10.3,4.5721,0.06343407828359907
1550,Pieces of April,Comedy|Drama,-1.0,0.6389,0.008864205204477471
5493,Returner,Action|Adventure|Science Fiction,0.0,0.7149,0.00991864188555477
28200,Sylvia,Drama|Romance,0.43,0.9573,0.013281739931517112
10629,Veronica Guerin,Drama|Crime|Thriller,-0.44,3.2733,0.045414310370662236
10944,In the Cut,Drama|Mystery|Thriller|Romance,0.98,1.3923,0.019317002513999034
9839,Beyond Borders,Drama|Romance|Adventure|War,-1.0,1.255,0.01741207940463175
13920,Radio,Drama,0.52,5.5933,0.07760237747723249
4256,Scary Movie 3,Comedy,3.9,6.4953,0.0901168759815973
10009,Brother Bear,Adventure|Animation|Family,0.96,6.228,0.08640831118091358
1807,Elephant,Crime|Drama,2.33,2.5636,0.03556781415276013
33343,Gypsy 83,Drama,0.0,0.4733,0.0065666431730774565
30141,The Singing Detective,Comedy|Music|Mystery|Crime,-0.95,0.7837,0.010873184565266855
10536,The Italian Job,Crime|Comedy|Thriller,-1.0,2.1955,0.030460733332963355
14157,Impulse,Horror|Mystery|Science Fiction|Thriller,-0.72,2.6321,0.03651819458241532
67809,Normal,Drama|TV Movie,0.0,2.7263,0.037825141100276925
42044,Shoah,Documentary|History,0.0,2.7361,0.037961107935468474
37922,Unconditional Love,Drama|Comedy|Thriller,0.0,0.8519,0.01181940274486517
1376,Sweet Sixteen,Crime|Drama,0.0,0.4848,0.00672619609192468
31397,Alien from L.A.,Family|Science Fiction|Adventure,0.0,0.349,0.004842084232841817
50374,Black Sunday,Action|Drama|Thriller,0.97,0.8432,0.011698697493215532
20312,Interstate 60,Adventure|Comedy|Fantasy|Drama,-1.0,1.552,0.021532706960946994
59809,Lipstick,Drama|Thriller,0.0,0.8875,0.012313323084948747
64945,That Was Then... This Is Now,Drama,0.0,0.4946,0.0068621629271162264
2348,Holy Matrimony,Comedy|Crime,0.0,1.7828,0.02473486467137648
44591,The Black Scorpion,Science Fiction|Horror,0.0,0.5592,0.007758434106031933
10389,The Eye,Horror,-0.83,1.1359,0.01575966613204877
18979,Captain Kronos: Vampire Hunter,Adventure|Horror,-1.0,0.6538,0.009070930290636048
31206,The Jolson Story,Drama|Music,0.0,0.3138,0.004353713559500752
