userId,gender,age_group,occupation
1557,Female,18-24,College/Grad Student
1558,Male,18-24,Doctor/Health Care
1559,Male,35-44,Retired
1560,Female,25-34,Clerical/Admin
1561,Female,18-24,College/Grad Student
1562,Male,18-24,Unemployed
1563,Female,Under 18,Scientist
1564,Male,50-55,Academic/Educator
1565,Male,45-49,Programmer
1566,Male,35-44,Lawyer
1567,Male,25-34,Retired
1568,Female,Under 18,Scientist
1569,Female,56+,Sales/Marketing
1570,Male,18-24,Programmer
1571,Male,25-34,Unemployed
1572,Female,25-34,Clerical/Admin
1573,Male,Under 18,Other
1574,Male,25-34,Doctor/Health Care
1575,Female,50-55,Executive/Managerial
1576,Female,45-49,Sales/Marketing
1577,Male,56+,Other
1578,Male,18-24,College/Grad Student
1579,Male,25-34,Other
1580,Female,18-24,College/Grad Student
1581,Female,18-24,College/Grad Student
1582,Male,18-24,Other
1583,Male,35-44,Doctor/Health Care
1584,Male,25-34,Tradesman/Craftsman
1585,Male,56+,Unemployed
1586,Male,45-49,Executive/Managerial
1587,Female,25-34,Clerical/Admin
1588,Male,25-34,Programmer
1589,Male,25-34,Other
1590,Male,35-44,Academic/Educator
1591,Male,50-55,Executive/Managerial
1592,Male,35-44,Executive/Managerial
1593,Male,25-34,Lawyer
1594,Female,35-44,Unemployed
1595,Male,35-44,Academic/Educator
1596,Female,18-24,Customer Service
1597,Male,25-34,Retired
1598,Male,35-44,Sales/Marketing
1599,Male,25-34,Other
1600,Male,35-44,Executive/Managerial
1601,Male,25-34,Retired
1602,Female,25-34,Executive/Managerial
1603,Female,25-34,Other
1604,Male,25-34,Programmer
1605,Female,18-24,Other
1606,Female,35-44,Clerical/Admin
1607,Male,45-49,Academic/Educator
1608,Male,25-34,Programmer
1609,Female,35-44,Sales/Marketing
1610,Male,25-34,Programmer
1611,Male,25-34,Other
1612,Male,25-34,Programmer
1613,Male,18-24,Unemployed
1614,Male,35-44,Other
1615,Female,45-49,Executive/Managerial
1616,Male,25-34,Other
1617,Male,25-34,Retired
1618,Male,50-55,Other
1619,Male,50-55,Clerical/Admin
1620,Male,25-34,Unemployed
1621,Male,25-34,College/Grad Student
1622,Male,18-24,College/Grad Student
1623,Male,50-55,Homemaker
1624,Male,25-34,Other
1625,Male,45-49,Other
1626,Male,18-24,College/Grad Student
1627,Male,18-24,Programmer
1628,Male,18-24,Unemployed
1629,Male,18-24,College/Grad Student
1630,Male,45-49,Programmer
1631,Female,50-55,Other
1632,Male,25-34,Lawyer
1633,Female,45-49,Executive/Managerial
1634,Female,56+,Other
1635,Male,25-34,Other
1636,Female,25-34,Tradesman/Craftsman
1637,Male,56+,Other
1638,Female,18-24,Programmer
1639,Male,25-34,Programmer
1640,Male,35-44,Programmer
1641,Male,25-34,Other
1642,Male,50-55,Sales/Marketing
1643,Male,45-49,Artist
1644,Male,18-24,Retired
1645,Female,18-24,Sales/Marketing
1646,Male,25-34,Unemployed
1647,Male,18-24,Technician/Engineer
1648,Male,50-55,College/Grad Student
1649,Male,18-24,Tradesman/Craftsman
1650,Male,25-34,Tradesman/Craftsman
1651,Male,25-34,Retired
1652,Male,25-34,Lawyer
1653,Male,18-24,Other
1654,Female,45-49,Other
1655,Male,18-24,College/Grad Student
1656,Male,25-34,Programmer
1657,Female,45-49,Other
1658,Female,35-44,Doctor/Health Care
1659,Female,18-24,Sales/Marketing
1660,Female,25-34,Artist
1661,Male,35-44,Executive/Managerial
1662,Male,25-34,Retired
1663,Male,18-24,College/Grad Student
1664,Female,18-24,College/Grad Student
1665,Male,45-49,Programmer
1666,Male,25-34,College/Grad Student
1667,Male,50-55,Lawyer
1668,Male,35-44,Artist
1669,Female,25-34,Programmer
1670,Female,56+,Sales/Marketing
1671,Male,35-44,Other
1672,Male,25-34,Programmer
1673,Male,Under 18,Scientist
1674,Male,35-44,Artist
1675,Female,25-34,Doctor/Health Care
1676,Male,18-24,College/Grad Student
1677,Male,18-24,College/Grad Student
1678,Female,18-24,Programmer
1679,Male,25-34,Retired
1680,Male,25-34,Unemployed
1681,Male,18-24,College/Grad Student
1682,Male,25-34,Artist
1683,Female,25-34,Executive/Managerial
1684,Male,18-24,Clerical/Admin
1685,Male,35-44,Retired
1686,Male,35-44,Retired
1687,Male,25-34,Clerical/Admin
1688,Female,18-24,College/Grad Student
1689,Male,35-44,Customer Service
1690,Male,35-44,Lawyer
1691,Female,25-34,Programmer
1692,Male,35-44,Unemployed
1693,Male,25-34,Retired
1694,Male,25-34,Retired
1695,Male,25-34,Academic/Educator
1696,Male,35-44,Executive/Managerial
1697,Female,18-24,College/Grad Student
1698,Male,35-44,Artist
1699,Female,25-34,Tradesman/Craftsman
1700,Male,25-34,Unemployed
1701,Female,25-34,College/Grad Student
1702,Male,18-24,Scientist
1703,Male,18-24,Homemaker
1704,Male,25-34,College/Grad Student
1705,Female,18-24,College/Grad Student
1706,Male,25-34,Unemployed
1707,Male,50-55,Academic/Educator
1708,Male,25-34,Other
1709,Male,25-34,Other
1710,Male,18-24,Other
1711,Female,18-24,College/Grad Student
1712,Male,25-34,Other
1713,Male,25-34,Other
1714,Male,25-34,Programmer
1715,Male,25-34,Lawyer
1716,Male,25-34,Other
1717,Female,50-55,Doctor/Health Care
1718,Male,18-24,College/Grad Student
1719,Male,18-24,Lawyer
1720,Male,18-24,College/Grad Student
1721,Male,18-24,Tradesman/Craftsman
1722,Male,35-44,Other
1723,Male,35-44,Programmer
1724,Male,18-24,College/Grad Student
1725,Male,18-24,Tradesman/Craftsman
1726,Male,25-34,Artist
1727,Male,35-44,Lawyer
1728,Male,18-24,College/Grad Student
1729,Male,25-34,Executive/Managerial
1730,Female,18-24,College/Grad Student
1731,Female,18-24,Other
1732,Male,18-24,College/Grad Student
1733,Male,18-24,College/Grad Student
1734,Male,45-49,Programmer
1735,Male,18-24,Unemployed
1736,Male,56+,Retired
1737,Male,35-44,Unemployed
1738,Male,35-44,Lawyer
1739,Male,56+,Lawyer
1740,Male,56+,Academic/Educator
1741,Male,35-44,Executive/Managerial
1742,Male,25-34,Homemaker
1743,Male,35-44,Programmer
1744,Male,35-44,Retired
1745,Male,45-49,Other
1746,Male,25-34,College/Grad Student
1747,Male,25-34,Other
1748,Male,50-55,Academic/Educator
1749,Male,25-34,Artist
1750,Male,50-55,Customer Service
1751,Male,35-44,Unemployed
1752,Male,25-34,Clerical/Admin
1753,Male,35-44,Doctor/Health Care
1754,Male,18-24,Tradesman/Craftsman
1755,Female,18-24,College/Grad Student
1756,Female,25-34,Academic/Educator
1757,Male,25-34,College/Grad Student
1758,Female,25-34,Other
1759,Male,25-34,Lawyer
1760,Female,25-34,Clerical/Admin
1761,Male,35-44,Other
1762,Male,25-34,College/Grad Student
1763,Male,35-44,Executive/Managerial
1764,Male,18-24,Other
1765,Male,18-24,College/Grad Student
1766,Female,45-49,Other
1767,Male,25-34,Unemployed
1768,Male,45-49,Lawyer
1769,Male,25-34,Programmer
1770,Male,35-44,Lawyer
1771,Male,25-34,Programmer
1772,Male,56+,Artist
1773,Male,18-24,College/Grad Student
1774,Male,25-34,Programmer
1775,Male,25-34,College/Grad Student
1776,Male,25-34,Other
1777,Male,25-34,Unemployed
1778,Male,18-24,College/Grad Student
1779,Male,18-24,Academic/Educator
1780,Male,35-44,Academic/Educator
1781,Female,35-44,Other
1782,Male,45-49,Other
1783,Male,18-24,College/Grad Student
1784,Male,18-24,Unemployed
1785,Male,18-24,College/Grad Student
1786,Male,45-49,Academic/Educator
1787,Male,18-24,Retired
1788,Male,45-49,Artist
1789,Male,Under 18,Scientist
1790,Male,25-34,Other
1791,Male,18-24,College/Grad Student
1792,Female,25-34,Artist
1793,Male,25-34,College/Grad Student
1794,Male,25-34,Programmer
1795,Male,18-24,Programmer
1796,Male,50-55,Programmer
1797,Male,35-44,Executive/Managerial
1798,Male,45-49,Programmer
1799,Male,35-44,Programmer
1800,Male,18-24,College/Grad Student
1801,Female,25-34,Doctor/Health Care
1802,Male,18-24,College/Grad Student
1803,Male,25-34,Artist
1804,Male,25-34,Executive/Managerial
1805,Male,18-24,College/Grad Student
1806,Male,18-24,College/Grad Student
1807,Male,18-24,Programmer
1808,Female,18-24,College/Grad Student
1809,Female,25-34,College/Grad Student
1810,Male,50-55,Sales/Marketing
1811,Male,56+,Artist
1812,Female,25-34,Retired
1813,Female,35-44,Doctor/Health Care
1814,Male,50-55,Executive/Managerial
1815,Male,Under 18,Academic/Educator
1816,Female,35-44,Sales/Marketing
1817,Male,35-44,Academic/Educator
1818,Male,Under 18,Retired
1819,Female,35-44,Retired
1820,Male,25-34,Unemployed
1821,Male,25-34,Unemployed
1822,Female,25-34,Other
1823,Female,35-44,Academic/Educator
1824,Female,18-24,College/Grad Student
1825,Male,25-34,Executive/Managerial
1826,Male,45-49,Programmer
1827,Female,25-34,Academic/Educator
1828,Male,18-24,College/Grad Student
1829,Male,25-34,Lawyer
1830,Male,18-24,College/Grad Student
1831,Male,18-24,College/Grad Student
1832,Female,18-24,College/Grad Student
1833,Male,18-24,Programmer
1834,Male,35-44,Customer Service
1835,Male,25-34,Tradesman/Craftsman
1836,Male,25-34,Other
1837,Male,25-34,Artist
1838,Male,35-44,Executive/Managerial
1839,Male,18-24,College/Grad Student
1840,Male,25-34,Retired
1841,Male,18-24,Other
1842,Male,18-24,College/Grad Student
1843,Male,25-34,Retired
1844,Female,18-24,College/Grad Student
1845,Male,25-34,Artist
1846,Male,45-49,Retired
1847,Male,18-24,College/Grad Student
1848,Male,35-44,Customer Service
1849,Male,35-44,Executive/Managerial
1850,Male,18-24,Customer Service
1851,Male,25-34,Tradesman/Craftsman
1852,Male,25-34,Retired
1853,Male,50-55,Other
1854,Male,25-34,Other
1855,Male,18-24,College/Grad Student
1856,Male,56+,Executive/Managerial
1857,Male,Under 18,Scientist
1858,Female,18-24,College/Grad Student
1859,Female,25-34,College/Grad Student
1860,Male,56+,Lawyer
1861,Male,50-55,Lawyer
1862,Male,50-55,College/Grad Student
1863,Male,18-24,College/Grad Student
1864,Male,35-44,Executive/Managerial
1865,Female,18-24,Academic/Educator
1866,Male,25-34,Executive/Managerial
1867,Male,50-55,Executive/Managerial
1868,Male,50-55,Programmer
1869,Male,45-49,College/Grad Student
1870,Male,56+,Sales/Marketing
1871,Female,45-49,Academic/Educator
1872,Male,50-55,Unemployed
1873,Male,35-44,Executive/Managerial
1874,Male,45-49,Executive/Managerial
1875,Male,35-44,Retired
1876,Male,25-34,Retired
1877,Female,45-49,Unemployed
1878,Male,Under 18,Scientist
1879,Male,25-34,College/Grad Student
1880,Male,35-44,Other
1881,Male,35-44,Artist
1882,Male,35-44,Lawyer
1883,Female,50-55,Other
1884,Male,45-49,Unemployed
1885,Male,50-55,Programmer
1886,Male,25-34,Retired
1887,Male,56+,Homemaker
1888,Male,35-44,Retired
1889,Male,18-24,College/Grad Student
1890,Male,50-55,Doctor/Health Care
1891,Male,45-49,Academic/Educator
1892,Male,25-34,Unemployed
1893,Female,35-44,Other
1894,Female,35-44,Executive/Managerial
1895,Male,35-44,College/Grad Student
1896,Male,56+,Sales/Marketing
1897,Female,50-55,Artist
1898,Male,25-34,Retired
1899,Female,45-49,Doctor/Health Care
1900,Male,56+,Retired
1901,Male,50-55,Executive/Managerial
1902,Male,25-34,Tradesman/Craftsman
1903,Male,35-44,Other
1904,Male,18-24,Academic/Educator
1905,Female,35-44,Unemployed
1906,Female,25-34,Customer Service
1907,Male,35-44,Programmer
1908,Male,56+,Sales/Marketing
1909,Male,18-24,College/Grad Student
1910,Male,Under 18,Scientist
1911,Female,18-24,College/Grad Student
1912,Male,25-34,College/Grad Student
1913,Male,25-34,Programmer
1914,Female,35-44,College/Grad Student
1915,Male,50-55,Sales/Marketing
1916,Male,45-49,Executive/Managerial
1917,Male,18-24,Scientist
1918,Female,45-49,Doctor/Health Care
1919,Male,Under 18,Other
1920,Female,35-44,Executive/Managerial
1921,Male,56+,Retired
1922,Female,25-34,Executive/Managerial
1923,Male,35-44,Executive/Managerial
1924,Female,56+,Doctor/Health Care
1925,Male,50-55,Executive/Managerial
1926,Female,Under 18,Other
1927,Male,35-44,Executive/Managerial
1928,Male,Under 18,Scientist
1929,Female,Under 18,Scientist
1930,Male,25-34,Homemaker
1931,Male,25-34,Artist
1932,Male,25-34,Executive/Managerial
1933,Male,18-24,Tradesman/Craftsman
1934,Male,25-34,Programmer
1935,Male,Under 18,Scientist
1936,Male,35-44,Other
1937,Male,25-34,Programmer
1938,Female,25-34,Artist
1939,Female,35-44,Artist
1940,Male,25-34,Retired
1941,Male,35-44,Programmer
1942,Male,35-44,Customer Service
1943,Male,18-24,College/Grad Student
1944,Female,18-24,College/Grad Student
1945,Male,25-34,Unemployed
1946,Male,25-34,College/Grad Student
1947,Male,25-34,Executive/Managerial
1948,Male,Under 18,Scientist
1949,Male,18-24,Programmer
1950,Male,25-34,Retired
1951,Female,18-24,College/Grad Student
1952,Male,35-44,Academic/Educator
1953,Female,25-34,Artist
1954,Male,25-34,Lawyer
1955,Male,Under 18,Tradesman/Craftsman
1956,Male,35-44,Other
1957,Female,18-24,College/Grad Student
1958,Female,25-34,Academic/Educator
1959,Female,50-55,Sales/Marketing
1960,Male,45-49,Executive/Managerial
1961,Female,50-55,Clerical/Admin
1962,Female,18-24,Academic/Educator
1963,Female,50-55,Sales/Marketing
1964,Female,25-34,Doctor/Health Care
1965,Male,56+,Programmer
1966,Male,25-34,Unemployed
1967,Male,50-55,Executive/Managerial
1968,Male,25-34,Programmer
1969,Female,25-34,Clerical/Admin
1970,Male,50-55,Sales/Marketing
1971,Female,25-34,College/Grad Student
1972,Male,45-49,Programmer
1973,Male,25-34,Academic/Educator
1974,Male,35-44,Programmer
1975,Male,18-24,College/Grad Student
1976,Male,35-44,Customer Service
1977,Male,56+,Doctor/Health Care
1978,Male,Under 18,Scientist
1979,Male,56+,Programmer
1980,Male,35-44,Executive/Managerial
1981,Male,56+,Academic/Educator
1982,Male,Under 18,Scientist
1983,Male,25-34,College/Grad Student
1984,Male,18-24,Scientist
1985,Male,45-49,Retired
1986,Male,50-55,Sales/Marketing
1987,Male,25-34,Programmer
1988,Female,25-34,Academic/Educator
1989,Male,50-55,Doctor/Health Care
1990,Male,25-34,Executive/Managerial
1991,Male,25-34,Unemployed
1992,Male,18-24,College/Grad Student
1993,Male,35-44,Programmer
1994,Male,35-44,Artist
1995,Male,25-34,Academic/Educator
1996,Male,35-44,Other
1997,Male,25-34,Other
1998,Female,50-55,Sales/Marketing
1999,Female,35-44,Clerical/Admin
2000,Male,18-24,College/Grad Student
2001,Male,50-55,Academic/Educator
2002,Female,56+,Sales/Marketing
2003,Male,Under 18,Scientist
2004,Male,45-49,Tradesman/Craftsman
2005,Male,18-24,College/Grad Student
2006,Male,35-44,Other
2007,Male,50-55,Lawyer
2008,Male,25-34,Clerical/Admin
2009,Female,35-44,Executive/Managerial
2010,Male,18-24,College/Grad Student
2011,Female,35-44,Clerical/Admin
2012,Male,25-34,College/Grad Student
2013,Male,45-49,Other
2014,Male,18-24,College/Grad Student
2015,Male,18-24,College/Grad Student
2016,Female,56+,Artist
2017,Male,25-34,Programmer
2018,Male,35-44,Lawyer
2019,Male,50-55,Academic/Educator
2020,Male,25-34,Executive/Managerial
2021,Male,25-34,Other
2022,Male,25-34,Executive/Managerial
2023,Male,18-24,College/Grad Student
2024,Male,Under 18,Tradesman/Craftsman
2025,Male,56+,Sales/Marketing
2026,Male,50-55,Lawyer
2027,Female,25-34,Sales/Marketing
2028,Male,45-49,Doctor/Health Care
2029,Female,25-34,Retired
2030,Male,25-34,College/Grad Student
2031,Male,35-44,Unemployed
2032,Male,50-55,College/Grad Student
2033,Female,45-49,Unemployed
2034,Female,45-49,Artist
2035,Female,18-24,Other
2036,Female,25-34,College/Grad Student
2037,Male,56+,College/Grad Student
2038,Female,45-49,Academic/Educator
2039,Male,50-55,Lawyer
2040,Female,25-34,Executive/Managerial
2041,Female,25-34,Unemployed
2042,Male,Under 18,Scientist
2043,Male,25-34,College/Grad Student
2044,Female,45-49,Other
2045,Female,Under 18,Other
2046,Male,35-44,Academic/Educator
2047,Male,Under 18,Scientist
2048,Male,50-55,Doctor/Health Care
2049,Female,50-55,Other
2050,Female,35-44,Clerical/Admin
2051,Male,35-44,Executive/Managerial
2052,Male,Under 18,Scientist
2053,Male,45-49,Programmer
2054,Male,25-34,Retired
2055,Male,50-55,Programmer
2056,Male,25-34,College/Grad Student
2057,Male,35-44,Academic/Educator
2058,Female,56+,Academic/Educator
2059,Male,35-44,Other
2060,Male,Under 18,Academic/Educator
2061,Male,56+,Academic/Educator
2062,Male,18-24,College/Grad Student
2063,Male,25-34,College/Grad Student
2064,Male,35-44,Academic/Educator
2065,Male,25-34,Doctor/Health Care
2066,Female,25-34,Doctor/Health Care
2067,Male,50-55,Lawyer
2068,Female,35-44,Retired
2069,Male,56+,Homemaker
2070,Female,35-44,Doctor/Health Care
2071,Male,45-49,Executive/Managerial
2072,Female,50-55,Retired
2073,Female,18-24,College/Grad Student
2074,Male,18-24,College/Grad Student
2075,Female,25-34,College/Grad Student
2076,Male,18-24,College/Grad Student
2077,Male,18-24,Other
2078,Male,18-24,College/Grad Student
2079,Male,Under 18,Scientist
2080,Male,25-34,Programmer
2081,Male,18-24,Programmer
2082,Male,Under 18,Tradesman/Craftsman
2083,Male,18-24,College/Grad Student
2084,Male,18-24,College/Grad Student
2085,Male,18-24,Other
2086,Male,35-44,College/Grad Student
2087,Male,25-34,Other
2088,Male,50-55,Executive/Managerial
2089,Male,35-44,Programmer
2090,Male,35-44,Programmer
2091,Female,35-44,Unemployed
2092,Male,56+,Academic/Educator
2093,Male,18-24,Other
2094,Male,35-44,Artist
2095,Male,56+,Sales/Marketing
2096,Female,25-34,Programmer
2097,Male,18-24,Customer Service
2098,Male,35-44,Unemployed
2099,Female,18-24,Other
2100,Female,25-34,Other
2101,Male,25-34,Lawyer
2102,Male,25-34,Programmer
2103,Male,35-44,Retired
2104,Male,45-49,Homemaker
2105,Male,25-34,Academic/Educator
2106,Female,18-24,Unemployed
2107,Male,25-34,Academic/Educator
2108,Male,Under 18,Scientist
2109,Male,25-34,Lawyer
2110,Male,50-55,Programmer
2111,Male,56+,Sales/Marketing
2112,Female,45-49,Retired
2113,Male,25-34,Doctor/Health Care
2114,Male,18-24,Technician/Engineer
2115,Male,35-44,Programmer
2116,Male,18-24,College/Grad Student
2117,Male,56+,Sales/Marketing
2118,Male,25-34,College/Grad Student
2119,Male,35-44,College/Grad Student
2120,Male,Under 18,Other
2121,Male,56+,Sales/Marketing
2122,Male,35-44,Retired
2123,Female,35-44,Other
2124,Male,25-34,Other
2125,Male,35-44,Clerical/Admin
2126,Male,56+,College/Grad Student
2127,Male,18-24,College/Grad Student
2128,Female,45-49,Academic/Educator
2129,Male,25-34,Customer Service
2130,Male,45-49,Other
2131,Male,25-34,Other
2132,Male,56+,College/Grad Student
2133,Female,Under 18,Scientist
2134,Male,18-24,Scientist
2135,Male,50-55,Academic/Educator
2136,Male,35-44,Technician/Engineer
2137,Female,Under 18,Scientist
2138,Female,18-24,College/Grad Student
2139,Female,50-55,Clerical/Admin
2140,Male,45-49,College/Grad Student
2141,Female,50-55,Lawyer
2142,Female,45-49,College/Grad Student
2143,Male,18-24,College/Grad Student
2144,Male,18-24,Other
2145,Male,18-24,Scientist
2146,Male,18-24,Artist
2147,Female,18-24,Other
2148,Female,18-24,Other
2149,Male,25-34,Other
2150,Female,18-24,College/Grad Student
2151,Male,56+,Sales/Marketing
2152,Male,18-24,College/Grad Student
2153,Male,18-24,Lawyer
2154,Male,25-34,Retired
2155,Female,Under 18,Scientist
2156,Male,18-24,Tradesman/Craftsman
2157,Female,18-24,Clerical/Admin
2158,Male,25-34,Retired
2159,Female,50-55,College/Grad Student
2160,Female,18-24,Tradesman/Craftsman
2161,Female,35-44,Artist
2162,Female,Under 18,Scientist
2163,Male,18-24,Other
2164,Male,35-44,Other
2165,Male,25-34,Executive/Managerial
2166,Male,Under 18,Scientist
2167,Female,25-34,Doctor/Health Care
2168,Male,Under 18,Scientist
2169,Male,Under 18,Other
2170,Female,50-55,Lawyer
2171,Male,35-44,Other
2172,Male,18-24,Unemployed
2173,Male,50-55,Sales/Marketing
2174,Male,50-55,Retired
2175,Male,25-34,College/Grad Student
2176,Male,Under 18,Tradesman/Craftsman
2177,Female,35-44,Unemployed
2178,Male,45-49,College/Grad Student
2179,Female,25-34,Other
2180,Male,25-34,Retired
2181,Male,25-34,Other
2182,Female,25-34,College/Grad Student
2183,Female,56+,Academic/Educator
2184,Male,18-24,College/Grad Student
2185,Male,45-49,Programmer
2186,Male,18-24,Customer Service
2187,Male,45-49,Lawyer
2188,Female,18-24,Tradesman/Craftsman
2189,Male,Under 18,Scientist
2190,Female,25-34,Homemaker
2191,Male,18-24,College/Grad Student
2192,Female,25-34,Other
2193,Male,Under 18,Scientist
2194,Male,25-34,Programmer
2195,Male,Under 18,Scientist
2196,Male,25-34,Retired
2197,Female,25-34,Academic/Educator
2198,Female,35-44,Sales/Marketing
2199,Male,Under 18,Scientist
2200,Male,35-44,Academic/Educator
2201,Male,56+,Unemployed
2202,Female,Under 18,Scientist
2203,Male,45-49,Retired
2204,Male,56+,Clerical/Admin
2205,Female,25-34,Executive/Managerial
2206,Male,45-49,Executive/Managerial
2207,Male,18-24,College/Grad Student
2208,Male,25-34,Other
2209,Male,35-44,Executive/Managerial
2210,Male,45-49,Programmer
2211,Male,45-49,Doctor/Health Care
2212,Male,18-24,College/Grad Student
2213,Female,25-34,Other
2214,Female,25-34,Academic/Educator
2215,Female,25-34,Other
2216,Female,25-34,Unemployed
2217,Male,Under 18,Scientist
2218,Male,35-44,Programmer
2219,Male,25-34,Doctor/Health Care
2220,Female,50-55,Clerical/Admin
2221,Male,56+,Programmer
2222,Female,45-49,Academic/Educator
2223,Male,25-34,Artist
2224,Male,25-34,Retired
2225,Male,25-34,Customer Service
2226,Female,25-34,Executive/Managerial
2227,Male,50-55,College/Grad Student
2228,Male,25-34,Retired
2229,Male,45-49,Other
2230,Female,45-49,Academic/Educator
2231,Male,50-55,Programmer
2232,Male,25-34,College/Grad Student
2233,Female,35-44,Clerical/Admin
2234,Male,56+,Academic/Educator
2235,Male,Under 18,Scientist
2236,Male,Under 18,Scientist
2237,Female,35-44,Doctor/Health Care
2238,Female,25-34,College/Grad Student
2239,Male,18-24,Scientist
2240,Male,45-49,Retired
2241,Male,45-49,Customer Service
2242,Male,18-24,College/Grad Student
2243,Male,45-49,Artist
2244,Male,Under 18,Scientist
2245,Male,Under 18,Scientist
2246,Male,25-34,Other
2247,Male,45-49,Artist
2248,Female,35-44,Retired
2249,Male,25-34,Customer Service
2250,Male,18-24,Tradesman/Craftsman
2251,Male,35-44,College/Grad Student
2252,Female,18-24,Academic/Educator
2253,Female,50-55,Other
2254,Male,35-44,Customer Service
2255,Female,35-44,Doctor/Health Care
2256,Female,45-49,Homemaker
2257,Female,18-24,College/Grad Student
2258,Female,18-24,College/Grad Student
2259,Female,56+,Lawyer
2260,Female,25-34,Unemployed
2261,Male,25-34,Customer Service
2262,Male,45-49,Programmer
2263,Male,25-34,Doctor/Health Care
2264,Female,45-49,Executive/Managerial
2265,Male,56+,Sales/Marketing
2266,Female,50-55,Artist
2267,Female,56+,Sales/Marketing
2268,Female,35-44,Academic/Educator
2269,Female,45-49,Other
2270,Male,18-24,Academic/Educator
2271,Male,50-55,College/Grad Student
2272,Male,25-34,Other
2273,Male,25-34,Doctor/Health Care
2274,Male,18-24,Artist
2275,Male,56+,Executive/Managerial
2276,Male,56+,Sales/Marketing
2277,Female,45-49,Sales/Marketing
2278,Male,50-55,Programmer
2279,Male,50-55,Executive/Managerial
2280,Male,56+,Doctor/Health Care
2281,Male,45-49,Programmer
2282,Male,50-55,Artist
2283,Male,35-44,Technician/Engineer
2284,Male,25-34,Unemployed
2285,Female,Under 18,Scientist
2286,Male,35-44,Programmer
2287,Male,56+,Other
2288,Male,Under 18,Scientist
2289,Female,50-55,Academic/Educator
2290,Male,25-34,Other
2291,Male,45-49,Academic/Educator
2292,Male,50-55,Homemaker
2293,Female,56+,Clerical/Admin
2294,Male,56+,Sales/Marketing
2295,Male,45-49,Programmer
2296,Female,25-34,Doctor/Health Care
2297,Male,56+,Sales/Marketing
2298,Male,35-44,Programmer
2299,Female,18-24,Scientist
2300,Male,56+,Sales/Marketing
2301,Female,25-34,Retired
2302,Male,50-55,Retired
2303,Male,50-55,Programmer
2304,Male,45-49,Retired
2305,Male,50-55,Unemployed
2306,Female,18-24,College/Grad Student
2307,Male,25-34,Programmer
2308,Female,45-49,Lawyer
2309,Female,45-49,Other
2310,Male,45-49,Retired
2311,Female,25-34,College/Grad Student
2312,Male,45-49,Other
2313,Female,50-55,Doctor/Health Care
2314,Female,25-34,Academic/Educator
2315,Male,56+,Executive/Managerial
2316,Male,35-44,Other
2317,Female,45-49,Sales/Marketing
2318,Male,56+,Executive/Managerial
2319,Male,35-44,Executive/Managerial
2320,Female,50-55,Academic/Educator
2321,Male,25-34,Executive/Managerial
2322,Female,56+,Sales/Marketing
2323,Male,35-44,Clerical/Admin
2324,Male,35-44,Programmer
2325,Female,18-24,College/Grad Student
2326,Male,18-24,College/Grad Student
2327,Male,18-24,Scientist
2328,Male,56+,Executive/Managerial
2329,Female,56+,Homemaker
2330,Male,45-49,Executive/Managerial
2331,Male,56+,Academic/Educator
2332,Male,56+,College/Grad Student
2333,Male,50-55,Doctor/Health Care
2334,Female,56+,Executive/Managerial
2335,Male,50-55,Programmer
2336,Male,35-44,Technician/Engineer
2337,Male,35-44,Programmer
2338,Male,45-49,Programmer
2339,Female,56+,Clerical/Admin
2340,Male,35-44,Artist
2341,Male,56+,Academic/Educator
2342,Male,35-44,Clerical/Admin
2343,Female,45-49,Academic/Educator
2344,Male,25-34,Retired
2345,Male,35-44,Lawyer
2346,Female,Under 18,Scientist
2347,Male,35-44,Academic/Educator
2348,Male,50-55,Retired
2349,Male,25-34,Retired
2350,Male,18-24,College/Grad Student
2351,Female,25-34,Other
2352,Male,50-55,Sales/Marketing
2353,Female,35-44,Sales/Marketing
2354,Male,35-44,Programmer
2355,Female,45-49,Sales/Marketing
2356,Female,50-55,Lawyer
2357,Female,35-44,College/Grad Student
2358,Female,56+,Doctor/Health Care
2359,Male,56+,Sales/Marketing
2360,Male,50-55,Doctor/Health Care
2361,Male,56+,Executive/Managerial
2362,Male,25-34,College/Grad Student
2363,Male,50-55,College/Grad Student
2364,Female,56+,Sales/Marketing
2365,Male,50-55,Executive/Managerial
2366,Female,45-49,Lawyer
2367,Female,25-34,Sales/Marketing
2368,Female,56+,Sales/Marketing
2369,Male,35-44,College/Grad Student
2370,Male,50-55,Academic/Educator
2371,Female,35-44,Executive/Managerial
2372,Female,45-49,Executive/Managerial
2373,Male,45-49,Executive/Managerial
2374,Male,25-34,College/Grad Student
2375,Female,50-55,Executive/Managerial
2376,Male,25-34,Academic/Educator
2377,Male,35-44,Other
2378,Male,25-34,Clerical/Admin
2379,Male,18-24,Technician/Engineer
2380,Male,25-34,College/Grad Student
2381,Female,35-44,Sales/Marketing
2382,Male,50-55,Sales/Marketing
2383,Female,25-34,College/Grad Student
2384,Male,35-44,Programmer
2385,Female,45-49,Artist
2386,Female,25-34,Other
2387,Male,25-34,Programmer
2388,Male,56+,Customer Service
2389,Male,25-34,Lawyer
2390,Female,25-34,Doctor/Health Care
2391,Male,50-55,Technician/Engineer
2392,Female,56+,Clerical/Admin
2393,Male,56+,Sales/Marketing
2394,Male,35-44,Doctor/Health Care
2395,Male,35-44,Executive/Managerial
2396,Female,18-24,Other
2397,Female,35-44,Programmer
2398,Male,25-34,Other
2399,Male,35-44,Programmer
